nome_completo,prim_habi,data_nasci,local_nasci,uf_3,data_emissao,validade,doc_identida,org_emissor,uf_4c,cpf,num_regis,categoria,pai,mae,assinatura
Srta. Heloisa Goncalves,C,14/04/1978,Macedo das Flores,SE,08/02/2018,06/02/2028,96.901.837-3,IPF,AL,627.385.410-62,99991572493,C,Dr. Rael Ribeiro,Zoe Jesus,Srta. Heloisa Goncalves
Marina Barros,E,29/07/1980,Pinto,MS,21/01/2023,18/01/2033,56.290.160-8,IIRGD,RR,693.152.874-28,54406099949,E,Lorenzo Moura,Melina Pastor,Marina Barros
Alexandre Lima,C,01/01/1969,Borges Paulista,AP,20/09/2017,18/09/2027,25.488.565-0,DETRAN,RN,149.625.873-82,98491742884,C,Marcos Vinicius da Luz,Rebeca Moura,Alexandre Lima
Gabrielly Mendonca,B,06/04/2005,Teixeira da Serra,AC,18/10/2024,16/10/2034,76.205.206-9,DETRAN,CE,176.089.342-04,30646333659,B,Henry Gabriel Marques,Sra. Ana Julia Ramos,Gabrielly Mendonca
Dra. Lara Montenegro,A,22/08/1995,Pacheco da Mata,PI,23/08/2023,20/08/2033,19.103.605-8,IIRGD,RS,938.720.541-04,99521235767,A,Rhavi Cavalcanti,Maria Vitoria Marques,Dra. Lara Montenegro
Andre Rocha,D,03/11/1963,Lima do Amparo,PE,02/07/2022,29/06/2032,85.438.693-2,SSP,PB,728.061.495-76,75253818512,D,Sr. Enzo Goncalves,Mariane Caldeira,Andre Rocha
Oliver Rezende,D,04/01/1964,Jesus,PB,26/09/2021,24/09/2031,72.861.867-4,PC,ES,419.508.723-60,65994609543,D,Bruno Novais,Ester Casa Grande,Oliver Rezende
Eduardo Cassiano,A,20/04/1983,da Rosa da Serra,ES,22/07/2019,19/07/2029,12.576.155-0,DETRAN,GO,257.138.649-28,05890256593,A,Sr. Leo Farias,Srta. Luna Alves,Eduardo Cassiano
Lara Oliveira,A,10/01/1966,Goncalves da Praia,MT,24/11/2022,21/11/2032,72.464.632-2,DETRAN,SE,851.369.270-03,89751362011,A,Sr. Joao Miguel Vieira,Maria Sophia Camara,Lara Oliveira
Lucas Gabriel da Cunha,B,23/10/1992,da Conceicao Grande,PB,22/07/2020,20/07/2030,63.686.259-9,IPF,MT,386.057.419-10,35360295606,B,Jose Pedro Farias,Gabrielly Teixeira,Lucas Gabriel da Cunha
Fernando Ramos,E,13/12/1993,da Costa,SP,03/08/2019,31/07/2029,24.977.154-1,DETRAN,PR,264.018.739-22,90126102185,E,Matteo Correia,Ana Cecilia Lopes,Fernando Ramos
Natalia Mendes,D,18/05/1951,Barros,TO,01/02/2023,29/01/2033,71.788.723-6,IPF,SC,395.076.248-56,82299922637,D,Theodoro Garcia,Mariana Mendes,Natalia Mendes
Luara Pereira,D,05/08/1973,Camargo de Correia,AL,05/11/2020,03/11/2030,14.271.701-6,SSP,SC,596.207.481-58,74119325117,D,Anthony Gabriel Azevedo,Sofia Siqueira,Luara Pereira
Sofia Pires,B,06/08/1981,Santos de Goias,CE,13/05/2020,11/05/2030,83.449.112-7,IPF,BA,412.873.509-41,83172382644,B,Enzo Barbosa,Leticia Ribeiro,Sofia Pires
Ana Vitoria Pimenta,A,13/03/2001,Pastor de Farias,RS,03/11/2016,01/11/2026,36.386.597-2,IPF,DF,750.618.943-75,51172780200,A,Yan Novais,Dra. Juliana Cunha,Ana Vitoria Pimenta
Sra. Evelyn Costela,E,04/04/1975,Cassiano do Galho,DF,25/09/2018,22/09/2028,16.853.272-2,IPF,PB,946.013.752-07,15898653119,E,Sr. Ravi Lucca Freitas,Joana Pinto,Sra. Evelyn Costela
Stella Cassiano,B,06/11/1959,Caldeira,RO,28/01/2019,25/01/2029,56.975.682-5,IIRGD,SC,562.481.390-24,05337795613,B,Kaique Cardoso,Mirella da Luz,Stella Cassiano
Gabrielly Novaes,C,01/08/2005,Teixeira,TO,06/12/2021,04/12/2031,92.545.209-0,IFP,PB,692.804.531-06,19886647779,C,Caio Duarte,Eloa Sa,Gabrielly Novaes
Asafe Vasconcelos,A,02/07/1980,Ferreira,RR,20/08/2020,18/08/2030,51.644.371-4,IPF,CE,364.298.150-05,18352228983,A,Dante Borges,Larissa Pires,Asafe Vasconcelos
Sr. Davi Miguel Pinto,D,30/07/1954,Nunes do Galho,AP,26/03/2021,24/03/2031,96.637.333-9,IIRGD,ES,547.103.926-25,63800314165,D,Vitor Gabriel Andrade,Dra. Raquel Sampaio,Sr. Davi Miguel Pinto
Benicio Aragao,E,15/12/1949,da Rosa do Norte,CE,20/06/2024,18/06/2034,85.144.225-4,SSP,RJ,143.276.509-43,06779987379,E,Leonardo Cardoso,Ana Cecilia da Luz,Benicio Aragao
Otto Castro,E,30/11/1946,Martins de Siqueira,GO,08/09/2017,06/09/2027,96.839.116-0,DETRAN,TO,273.985.461-73,52278620977,E,Raul Rezende,Emilly Novais,Otto Castro
Lunna Sousa,E,20/04/1980,Costela,ES,31/12/2022,28/12/2032,97.317.897-8,IFP,AC,763.510.942-16,74445361037,E,Joao Souza,Lara Goncalves,Lunna Sousa
Eduardo Brito,C,04/07/1989,Gomes,PI,15/07/2024,13/07/2034,56.447.998-0,DETRAN,ES,067.245.139-52,12070776557,C,Mathias Campos,Sabrina Monteiro,Eduardo Brito
Ana Aragao,C,30/09/1981,Rocha,CE,01/08/2018,29/07/2028,77.168.734-7,SSP,MA,276.035.498-92,63938528989,C,Diego Pastor,Maria Eduarda Cunha,Ana Aragao
Ravy Dias,D,10/06/1978,Almeida,MS,14/03/2023,11/03/2033,33.574.423-8,PC,AM,671.024.398-22,07392062822,D,Ravy Vargas,Natalia Rodrigues,Ravy Dias
Clarice Pastor,B,07/10/1994,Vasconcelos do Amparo,PE,21/03/2022,18/03/2032,23.566.692-2,IPF,SE,508.931.246-05,30585093235,B,Sr. Isaque Pereira,Helena Macedo,Clarice Pastor
Augusto da Rocha,B,16/09/2000,Peixoto do Sul,AP,06/07/2020,04/07/2030,91.698.711-7,PC,TO,390.142.867-40,75647473205,B,Nicolas da Conceicao,Manuella Lima,Augusto da Rocha
Marcos Vinicius Aragao,D,19/02/2006,Goncalves,MS,22/01/2016,19/01/2026,11.119.153-9,IFP,ES,123.740.589-05,45225407151,D,Henry da Rocha,Luiza Carvalho,Marcos Vinicius Aragao
Srta. Ana Nunes,B,23/11/2007,Camara da Praia,AM,06/12/2024,04/12/2034,35.382.981-8,PC,PR,924.387.561-28,54195299554,B,Davi Luiz Carvalho,Eloa Moura,Srta. Ana Nunes
Kamilly Pereira,C,31/01/1990,Montenegro,PI,07/01/2016,04/01/2026,12.440.657-7,SSP,MA,736.289.054-00,99183352405,C,Otavio Fonseca,Maria Vitoria Azevedo,Kamilly Pereira
Dra. Mirella Pinto,A,18/04/1959,Jesus de Minas,AL,11/10/2018,08/10/2028,71.946.144-7,IPF,TO,473.609.581-48,44118059821,A,Sr. Joao Vitor Garcia,Lais Cunha,Dra. Mirella Pinto
Bruna Leao,C,08/10/2004,Martins,AC,18/10/2022,15/10/2032,40.400.946-0,IFP,ES,861.432.590-89,18045639999,C,Augusto da Mota,Maria Isis Fonseca,Bruna Leao
Lunna Pastor,B,18/10/2006,Castro da Mata,MS,21/03/2018,18/03/2028,65.153.733-1,IPF,CE,452.960.138-24,57760697571,B,Sr. Enzo Viana,Mariana da Cunha,Lunna Pastor
Murilo Rios,A,23/02/1978,Barros,CE,20/07/2023,17/07/2033,18.975.956-0,IPF,RO,081.457.639-75,67586804445,A,Sr. Isaque Ferreira,Ana Nascimento,Murilo Rios
Gabriel da Luz,E,12/04/1984,Viana de Araujo,MG,12/12/2018,09/12/2028,14.421.404-7,IPF,PE,612.570.893-40,86812567506,E,Lucas Rodrigues,Maria Liz Araujo,Gabriel da Luz
Maite Sa,A,25/10/1972,Monteiro,SC,16/10/2019,13/10/2029,68.851.203-2,SSP,AL,127.540.369-70,80281255592,A,Gael Henrique Almeida,Maria Luiza Monteiro,Maite Sa
Sr. Samuel Cavalcanti,D,16/10/1982,Ramos,MA,01/04/2024,30/03/2034,41.228.371-1,PC,MG,456.072.913-16,55790800859,D,Daniel Peixoto,Manuella Sousa,Sr. Samuel Cavalcanti
Sra. Maria Eduarda Pacheco,D,21/11/1982,Moura da Serra,RR,05/01/2019,02/01/2029,27.992.743-0,IIRGD,ES,602.974.185-30,63794707674,D,Gustavo Henrique da Rocha,Ana Laura Pires,Sra. Maria Eduarda Pacheco
Dra. Cecilia Pimenta,D,04/07/1948,da Luz da Prata,DF,18/01/2016,15/01/2026,13.760.284-7,SSP,CE,608.352.197-12,50946058197,D,Sr. Isaac Cavalcante,Srta. Maria Fernanda Viana,Dra. Cecilia Pimenta
Allana da Costa,A,08/02/1976,Carvalho,AP,13/03/2021,11/03/2031,67.184.802-7,IPF,RO,034.982.675-74,36189528553,A,Guilherme Cardoso,Antonella Fogaca,Allana da Costa
Jose Novais,C,21/05/1951,da Rosa da Serra,AP,02/10/2016,30/09/2026,58.122.264-1,IFP,RS,245.638.910-70,31176272281,C,Joao Lucas Marques,Isabela Dias,Jose Novais
Dra. Rafaela Melo,C,09/10/1975,Cardoso do Sul,MS,20/06/2019,17/06/2029,38.835.179-3,IPF,PI,564.793.180-48,10742927926,C,Arthur Gabriel Nascimento,Srta. Rebeca Vasconcelos,Dra. Rafaela Melo
Sra. Ana Carolina Dias,C,08/09/1975,Camara,RO,27/06/2017,25/06/2027,21.892.943-5,IPF,MT,209.784.163-50,86165446565,C,Davi Lucas Machado,Eloa Nogueira,Sra. Ana Carolina Dias
Sarah Aparecida,A,17/02/1973,Campos,PA,14/10/2020,12/10/2030,20.649.118-6,IFP,PI,504.672.891-58,64934916498,A,Luiz Miguel da Paz,Ana Livia Correia,Sarah Aparecida
Arthur Miguel Peixoto,B,29/01/2007,Moreira das Pedras,MG,13/05/2024,11/05/2034,59.227.299-4,IIRGD,RR,214.680.359-24,11673021935,B,Dr. Arthur Miguel Caldeira,Ana Luiza Fogaca,Arthur Miguel Peixoto
Alexia Porto,A,08/03/1976,Brito de Goias,MA,22/02/2019,19/02/2029,78.731.579-7,IPF,PE,341.526.078-07,07347545478,A,Pedro Lucas Barros,Isis da Cunha,Alexia Porto
Rafaela Freitas,A,31/07/1977,Cassiano,TO,28/07/2016,26/07/2026,89.705.973-2,IFP,RR,532.619.870-30,14219256895,A,Bernardo da Mata,Dra. Mirella Fogaca,Rafaela Freitas
Srta. Melina Teixeira,D,11/11/1985,Araujo,PA,16/12/2022,13/12/2032,88.354.772-5,IIRGD,MG,138.675.940-66,69225261516,D,Caua Borges,Heloisa Macedo,Srta. Melina Teixeira
Pedro Henrique Pires,D,08/01/1947,Abreu,DF,24/12/2023,21/12/2033,60.202.528-8,SSP,ES,678.350.924-92,92034420456,D,Antony da Costa,Cecilia Cassiano,Pedro Henrique Pires
Enrico Costela,C,01/03/1990,Camargo,GO,06/05/2017,04/05/2027,23.453.600-6,IFP,AM,581.730.692-12,78229441582,C,Augusto Macedo,Sophia Novais,Enrico Costela
Vitor Hugo das Neves,B,23/11/2004,Castro,AM,06/02/2021,04/02/2031,85.559.402-8,IFP,RS,475.216.839-19,99819131437,B,Davi Lucas da Conceicao,Alexia Silveira,Vitor Hugo das Neves
Lavinia Costela,A,09/05/1959,Silva,PE,26/12/2019,23/12/2029,43.216.995-0,IPF,SE,035.648.127-17,11543561605,A,Dom Cirino,Maria Flor Viana,Lavinia Costela
Mathias Porto,B,25/02/1979,Fonseca,PA,05/03/2020,03/03/2030,21.363.937-7,IIRGD,ES,734.059.216-43,38878064889,B,Apollo Oliveira,Raquel Gomes,Mathias Porto
Benjamin Lima,B,02/04/1968,Camargo da Praia,PR,11/08/2020,09/08/2030,85.584.842-4,SSP,PE,594.762.308-00,94754212786,B,Dante das Neves,Isabelly Monteiro,Benjamin Lima
Dr. Bruno Machado,D,23/07/1977,da Paz,DF,12/04/2022,09/04/2032,13.519.693-6,IIRGD,TO,103.892.754-41,82006184399,D,Fernando Novaes,Ana Carolina da Mota,Dr. Bruno Machado
Lucas Gabriel Fonseca,A,26/02/2004,Moura,PB,30/01/2017,28/01/2027,97.783.364-6,PC,AP,308.724.659-00,65451589758,A,Thiago Andrade,Srta. Eloah Goncalves,Lucas Gabriel Fonseca
Otavio Garcia,B,11/04/1985,Rezende,ES,03/09/2019,31/08/2029,72.756.918-5,SSP,RS,691.735.280-21,81335156769,B,Nicolas Nunes,Sofia Fernandes,Otavio Garcia
Bernardo Melo,B,18/05/1969,Sampaio das Flores,CE,13/03/2018,10/03/2028,96.815.968-1,IPF,RN,345.879.602-92,18000419211,B,Raul Rios,Maria Helena Castro,Bernardo Melo
Augusto Mendes,B,11/11/2001,Pacheco,SE,19/12/2015,16/12/2025,59.464.316-2,IIRGD,PB,069.572.318-95,81724663297,B,Yuri Lima,Luna Marques,Augusto Mendes
Barbara Cassiano,A,04/01/2001,da Mata,PA,08/03/2020,06/03/2030,18.484.481-0,SSP,PB,108.672.593-02,79053924514,A,Heitor Silveira,Maria Fernanda da Cunha,Barbara Cassiano
Hellena Vasconcelos,B,13/01/1962,Montenegro,RR,15/10/2023,12/10/2033,32.485.727-3,IFP,PB,057.692.438-56,41890400621,B,Francisco Abreu,Luara Rezende,Hellena Vasconcelos
Srta. Leticia Novais,B,18/09/2004,da Cunha dos Dourados,AC,16/03/2018,13/03/2028,63.119.870-6,SSP,RS,760.513.284-08,25418399869,B,Carlos Eduardo Duarte,Alana Lopes,Srta. Leticia Novais
Guilherme da Luz,C,18/10/2001,Lopes de Pacheco,RR,25/08/2021,23/08/2031,27.822.116-5,IPF,RJ,458.306.792-56,69385493752,C,Gustavo Pinto,Ana Beatriz Albuquerque,Guilherme da Luz
Sara Camara,D,06/12/1991,Araujo de da Luz,BA,02/06/2019,30/05/2029,49.792.129-0,SSP,PE,890.712.436-13,51551302479,D,Jose da Rocha,Stella Monteiro,Sara Camara
Asafe Fonseca,C,14/02/1985,Martins,MA,19/04/2016,17/04/2026,35.959.539-7,DETRAN,SE,047.815.923-41,22494799635,C,Joaquim Jesus,Dra. Antonella Silva,Asafe Fonseca
Gabriela Monteiro,E,05/09/1946,Ribeiro,ES,21/11/2017,19/11/2027,74.922.887-8,IFP,RR,916.582.304-42,69763234214,E,Pietro Cavalcante,Isis Cardoso,Gabriela Monteiro
Joao Miguel Silveira,A,10/09/1998,Santos,SP,22/05/2021,20/05/2031,13.206.351-7,IIRGD,CE,150.293.678-02,87071423374,A,Pietro Fogaca,Sra. Fernanda Rezende,Joao Miguel Silveira
Isaque Oliveira,D,23/07/2001,Moraes,CE,13/11/2016,11/11/2026,52.181.905-1,DETRAN,SE,524.980.713-50,41240593502,D,Sr. Yago da Luz,Maria Sophia da Paz,Isaque Oliveira
Sra. Rafaela Ferreira,D,05/03/1951,da Costa,RS,29/06/2021,27/06/2031,56.649.358-3,IPF,GO,652.018.374-17,61515388891,D,Kaique Fonseca,Cecilia Nascimento,Sra. Rafaela Ferreira
Srta. Alexia Goncalves,E,29/06/1999,Aragao,DF,13/01/2017,11/01/2027,39.212.819-8,SSP,ES,364.578.092-00,99769385569,E,Caua Pires,Jade Fogaca,Srta. Alexia Goncalves
Cecilia Pimenta,C,30/11/1965,Nogueira,BA,18/06/2024,16/06/2034,99.860.308-5,IIRGD,PI,801.793.562-59,46971285398,C,Leonardo Nascimento,Livia Guerra,Cecilia Pimenta
Dra. Lais Albuquerque,B,16/08/1974,Camara,DF,04/09/2017,02/09/2027,96.166.643-9,DETRAN,DF,102.864.953-33,15250529398,B,Lucas Gabriel Alves,Maria Mendes,Dra. Lais Albuquerque
Arthur Montenegro,E,08/05/1949,Farias,RN,19/02/2017,17/02/2027,45.921.226-2,IFP,RO,146.532.970-61,45068344677,E,Nicolas da Rosa,Sra. Maria Alice Pereira,Arthur Montenegro
Rafaela Machado,E,16/08/1945,Caldeira,RO,02/08/2019,30/07/2029,13.954.632-1,IIRGD,AL,631.052.978-12,34802718767,E,Caleb Moreira,Cecilia Alves,Rafaela Machado
Murilo Cavalcante,C,10/12/1953,Novaes,RO,31/08/2016,29/08/2026,50.571.642-6,IFP,GO,918.476.035-48,34341726286,C,Yan Vargas,Yasmin Jesus,Murilo Cavalcante
Jose Pedro Melo,D,25/11/1975,Pacheco de da Cunha,PA,12/04/2021,10/04/2031,52.701.448-7,DETRAN,DF,597.403.621-25,91012570433,D,Dr. Luan Rocha,Dra. Emanuella Duarte,Jose Pedro Melo
Bruno Fogaca,D,03/07/1957,Montenegro Grande,MA,25/12/2021,23/12/2031,17.326.755-2,IIRGD,RJ,069.283.415-05,41761131005,D,Yan Ribeiro,Lunna Farias,Bruno Fogaca
Livia Albuquerque,D,21/12/1963,Andrade Verde,MS,30/07/2019,27/07/2029,70.345.206-0,IIRGD,PA,803.975.614-66,69899084263,D,Arthur Borges,Beatriz Ferreira,Livia Albuquerque
Liz Farias,E,09/08/1991,Camargo,GO,27/04/2018,24/04/2028,75.127.908-4,SSP,SE,417.835.092-79,78343259462,E,Sr. Bento Melo,Bella Alves,Liz Farias
Bella Barros,B,24/10/2007,Pacheco de Dias,SP,04/05/2021,02/05/2031,99.604.359-8,IFP,AP,381.960.475-84,72623621012,B,Bernardo Dias,Cecilia Nascimento,Bella Barros
Ana Vitoria Goncalves,A,07/06/1980,Borges dos Dourados,MA,03/04/2021,01/04/2031,95.551.354-0,DETRAN,PB,816.570.923-21,25137345981,A,Pietro da Cruz,Pietra Costa,Ana Vitoria Goncalves
Emanuella Freitas,B,19/02/1996,Rios,RN,30/04/2020,28/04/2030,23.837.681-0,IIRGD,MG,827.940.653-00,89758811426,B,Joao Vitor Mendonca,Juliana Campos,Emanuella Freitas
Ravy da Rocha,D,21/10/1996,Sales de Albuquerque,MA,12/08/2021,10/08/2031,93.603.113-6,DETRAN,GO,348.061.297-04,86189613588,D,Sr. Asafe Albuquerque,Giovanna Ferreira,Ravy da Rocha
Luisa Vasconcelos,E,29/06/1956,Sa,DF,19/01/2019,16/01/2029,25.590.356-8,IPF,PE,694.013.587-10,00302789244,E,Ravi Lucca Vargas,Julia Marques,Luisa Vasconcelos
Sophie da Rocha,C,11/03/1951,Pinto,MG,14/07/2024,12/07/2034,63.803.834-3,PC,AP,830.159.724-05,20446221509,C,Joaquim Silveira,Stephany Mendonca,Sophie da Rocha
Luiz Fernando Siqueira,C,22/10/1954,da Conceicao de Campos,RO,14/12/2015,11/12/2025,93.583.991-8,IIRGD,DF,217.096.345-61,82461675136,C,Francisco Ferreira,Cecilia Novaes,Luiz Fernando Siqueira
Luiz Henrique Mendonca,C,20/09/2002,Correia,MA,12/06/2018,09/06/2028,31.353.299-8,IFP,GO,963.802.741-03,73396087867,C,Leo Andrade,Lara Alves,Luiz Henrique Mendonca
Arthur Miguel Nascimento,B,12/09/1989,da Paz de Azevedo,RR,12/05/2021,10/05/2031,19.517.482-7,PC,RJ,465.021.798-94,95284547940,B,Joao Gabriel Jesus,Maria Luisa Goncalves,Arthur Miguel Nascimento
Lunna Pastor,C,16/06/1956,Garcia de Cassiano,MT,14/12/2017,12/12/2027,22.865.165-2,IPF,DF,148.079.523-23,81362712904,C,Dr. Ian Moreira,Maria Julia Melo,Lunna Pastor
Calebe Peixoto,A,17/05/1997,Macedo,RN,08/12/2019,05/12/2029,56.344.319-7,IIRGD,ES,738.152.490-23,73864313790,A,Benicio Barros,Luiza Moura,Calebe Peixoto
Vitor Castro,B,23/08/2004,Guerra,DF,26/03/2020,24/03/2030,45.733.344-5,IFP,SE,635.894.721-46,05213851468,B,Dr. Thomas Cirino,Isabelly Sousa,Vitor Castro
Paulo Cassiano,D,26/03/1959,da Paz de Goias,RO,29/06/2018,26/06/2028,44.800.668-5,DETRAN,AP,487.296.310-50,42711742090,D,Gael Henrique Macedo,Heloisa Novaes,Paulo Cassiano
Ana Julia Porto,E,17/12/1995,da Mata das Pedras,RN,23/02/2021,21/02/2031,77.463.390-4,IPF,AM,207.418.635-53,92784916241,E,Gael Freitas,Ana Barbosa,Ana Julia Porto
Bella Camargo,A,24/05/1945,da Rosa de Araujo,TO,25/04/2023,22/04/2033,38.801.135-3,DETRAN,RS,253.084.617-08,24587826881,A,Davi Lucca Novaes,Rebeca Cardoso,Bella Camargo
Brenda Vasconcelos,B,22/02/2000,Fogaca,MT,09/06/2022,06/06/2032,16.616.132-6,PC,SP,291.830.476-03,63311588748,B,Joao Guilherme Garcia,Ayla Nunes,Brenda Vasconcelos
Larissa Pires,B,15/07/1991,Siqueira,SE,28/08/2021,26/08/2031,60.176.457-9,SSP,SP,360.152.874-62,57643298960,B,Dr. Luiz Miguel Pereira,Gabriela Fernandes,Larissa Pires
Sra. Anna Liz Guerra,C,11/09/1945,Cirino de Camargo,MA,30/04/2023,27/04/2033,18.428.231-8,IIRGD,RS,219.743.580-97,87296215675,C,Fernando Cassiano,Eloah Moura,Sra. Anna Liz Guerra
Dra. Clarice Goncalves,C,07/07/1998,Casa Grande,MG,10/08/2019,07/08/2029,30.248.975-1,SSP,MA,126.975.304-52,85143927648,C,Augusto Sa,Nicole Oliveira,Dra. Clarice Goncalves
Isabela Freitas,D,31/07/1987,Casa Grande da Serra,TO,27/12/2019,24/12/2029,96.351.421-0,IPF,DF,938.462.501-98,82742408277,D,Augusto da Cruz,Marcela Jesus,Isabela Freitas
Antonella Carvalho,E,21/08/1950,Machado,PB,30/07/2017,28/07/2027,33.100.475-0,PC,GO,120.469.573-34,02807985393,E,Caio Vieira,Maria Laura Abreu,Antonella Carvalho
Bernardo Moreira,E,13/09/1955,Monteiro das Flores,AM,03/06/2023,31/05/2033,66.776.199-2,DETRAN,SC,961.572.438-64,16240143392,E,Pedro Henrique Vargas,Bianca Souza,Bernardo Moreira
Sra. Eloa Oliveira,A,05/01/1965,Mendonca,RR,11/10/2016,09/10/2026,78.683.194-1,IFP,RO,452.961.087-01,97881162755,A,Isaque Martins,Eduarda Novaes,Sra. Eloa Oliveira
Calebe Lima,D,29/10/1982,Souza,ES,29/03/2017,27/03/2027,82.474.379-1,SSP,RJ,541.879.632-19,22408328428,D,Luiz Fernando Machado,Mirella Fonseca,Calebe Lima
Alice Fonseca,E,06/09/1947,Aparecida,PB,16/04/2019,13/04/2029,66.262.747-1,DETRAN,AP,025.468.913-24,69423166996,E,Matheus Vieira,Julia Rocha,Alice Fonseca
Sophie Silveira,A,24/08/1965,Vasconcelos de Goias,MA,04/01/2017,02/01/2027,38.665.826-1,DETRAN,RN,529.137.406-34,28724473916,A,Noah Freitas,Ana Livia Teixeira,Sophie Silveira
Isabelly Fernandes,D,31/12/1981,da Cunha,ES,16/11/2018,13/11/2028,73.236.509-0,IIRGD,PA,390.176.482-87,53257273503,D,Vinicius Macedo,Stella Araujo,Isabelly Fernandes
Agatha Borges,E,17/04/1991,Duarte,TO,15/11/2020,13/11/2030,19.951.880-3,PC,PE,904.516.738-75,80283245137,E,Joao Oliveira,Larissa Vasconcelos,Agatha Borges
Lais da Luz,C,08/03/1954,Siqueira,MS,02/03/2017,28/02/2027,19.921.564-6,SSP,SP,310.964.728-13,57563798407,C,Calebe Moreira,Beatriz Casa Grande,Lais da Luz
Lucca Campos,E,15/04/1980,Martins das Flores,AM,02/06/2022,30/05/2032,55.118.933-2,IFP,MA,871.946.023-69,93830228786,E,Eduardo Casa Grande,Ana Luiza Nogueira,Lucca Campos
Theodoro Vargas,C,06/08/1974,Abreu,PA,09/04/2016,07/04/2026,67.887.836-1,IIRGD,DF,345.721.690-80,23612633638,C,Bruno Alves,Maria Dias,Theodoro Vargas
Vitor Barros,A,09/08/1960,Pastor,PI,11/12/2016,09/12/2026,92.136.746-6,PC,MS,402.198.367-87,85639163039,A,Daniel Mendonca,Lavinia Gomes,Vitor Barros
Sr. Joao Pedro Moraes,A,17/12/2002,da Cruz Grande,SP,18/10/2018,15/10/2028,61.649.361-1,PC,RJ,741.530.982-05,35946512559,A,Ravi Lucca Teixeira,Eloah Camara,Sr. Joao Pedro Moraes
Anthony Gabriel da Costa,D,11/01/1992,Carvalho,SE,16/09/2016,14/09/2026,82.248.823-1,IFP,RJ,947.215.360-70,80013777555,D,Brayan Sampaio,Isabel Cavalcante,Anthony Gabriel da Costa
Isabelly Cavalcanti,B,16/08/1954,da Paz,GO,09/05/2024,07/05/2034,64.707.887-3,DETRAN,BA,132.078.645-62,91927077507,B,Calebe Leao,Sra. Ana Beatriz Fonseca,Isabelly Cavalcanti
Jade Goncalves,D,22/12/1947,Vasconcelos,AP,14/03/2024,12/03/2034,98.588.433-8,PC,MT,429.173.806-40,25989468592,D,Davi Luiz Macedo,Dra. Emanuella Sa,Jade Goncalves
Dra. Alice da Rosa,C,25/06/1962,da Cruz,AM,10/06/2024,08/06/2034,98.976.331-1,DETRAN,RS,642.518.379-91,52066871318,C,Dr. Dom Ribeiro,Bella Campos,Dra. Alice da Rosa
Gabrielly Fonseca,A,08/11/1948,Costa das Flores,RO,03/07/2021,01/07/2031,51.388.551-2,SSP,MA,249.651.708-49,49244943955,A,Anthony Gabriel Teixeira,Maya Silva,Gabrielly Fonseca
Ian Abreu,A,18/12/1953,Nunes,PB,14/03/2023,11/03/2033,92.615.101-9,PC,CE,654.908.127-02,19432499897,A,Jose Miguel Abreu,Agatha Nascimento,Ian Abreu
Arthur Miguel Cassiano,D,14/04/1985,Vargas do Campo,BA,10/01/2023,07/01/2033,50.891.149-6,IFP,PI,982.075.631-68,67912614456,D,Renan Cassiano,Luara da Cruz,Arthur Miguel Cassiano
Nicolas Melo,B,06/10/1966,Silva Alegre,RN,09/01/2022,07/01/2032,97.179.902-3,IIRGD,AC,103.269.478-50,29424555930,B,Diego Abreu,Isadora Cunha,Nicolas Melo
Joao Felipe Souza,A,05/11/1983,Garcia,ES,09/12/2020,07/12/2030,49.885.757-5,IFP,DF,398.561.470-93,23324721304,A,Benjamin Barbosa,Fernanda Nascimento,Joao Felipe Souza
Srta. Sofia Goncalves,E,13/01/2001,Freitas de Minas,SC,28/09/2019,25/09/2029,19.521.492-8,IPF,PE,687.143.952-82,60914830726,E,Lucas Cavalcante,Liz Cirino,Srta. Sofia Goncalves
Bianca Viana,E,16/10/1989,Araujo do Campo,MS,10/09/2021,08/09/2031,12.869.618-9,SSP,MG,831.456.709-48,83395549470,E,Dante Pires,Elisa Pimenta,Bianca Viana
Maria Costa,D,21/04/1950,Dias de Nunes,TO,13/05/2019,10/05/2029,16.350.762-2,PC,PI,241.608.953-60,40492353796,D,Gael Henrique Camargo,Hadassa Porto,Maria Costa
Ana Carolina Fonseca,A,15/05/1975,Lima da Serra,MT,02/01/2023,30/12/2032,31.653.338-3,SSP,PA,276.183.945-55,17023508386,A,Luiz Felipe Aragao,Maria Cecilia Campos,Ana Carolina Fonseca
Joao Vitor Lopes,E,08/06/1994,Melo das Flores,SC,17/07/2018,14/07/2028,59.525.852-3,SSP,ES,536.410.279-34,17628410795,E,Igor Mendes,Ana Livia Jesus,Joao Vitor Lopes
Srta. Mirella Gomes,A,02/02/1980,Correia da Praia,MA,29/08/2022,26/08/2032,61.896.190-2,IPF,PE,506.714.328-26,75877834776,A,Sr. Luiz Henrique Siqueira,Sarah da Costa,Srta. Mirella Gomes
Gabriel Aragao,A,27/12/1944,da Conceicao,RN,04/11/2018,01/11/2028,15.399.220-7,SSP,MA,963.148.527-73,93809884470,A,Benicio Cirino,Luiza Ribeiro,Gabriel Aragao
Eduarda Camara,B,14/02/1981,Caldeira da Prata,MG,05/06/2022,02/06/2032,67.887.260-1,IIRGD,AM,593.601.827-02,07710745673,B,Rafael Barbosa,Bruna Camargo,Eduarda Camara
Eduarda Carvalho,E,04/01/1952,da Rocha de Ramos,BA,02/08/2024,31/07/2034,62.179.436-1,DETRAN,ES,410.329.867-78,78251162550,E,Juan Sales,Manuella Camara,Eduarda Carvalho
